"Label (Grouping)","AGE BY EDUCATIONAL ATTAINMENT","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Less than high school graduate","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!High school graduate (includes equivalency)","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Some college or associate's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"        Estimate","","(X)","28.4%","36.8%","11.5%","23.4%","(X)","0.4%","5.1%","11.7%","17.5%","5.8%","34.1%","25.3%","94.4%","59.4%","(X)","86.5%","60.9%","(X)","98.6%","65.6%","(X)","91.2%","55.7%","(X)","100.0%","60.1%","","(X)","96.1%","59.4%","(X)","95.9%","59.6%","(X)","28.8%","0.0%","(X)","100.0%","0.0%","(X)","100.0%","100.0%","(X)","-","-","(X)","100.0%","100.0%","(X)","100.0%","8.1%","(X)","100.0%","37.5%","","11.3%","21.7%","3.6%","1.4%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±29.6","±25.2","±17.9","±20.2","(X)","±0.9","±4.1","±3.8","±5.0","±2.4","±5.3","±4.7","±4.1","±5.7","(X)","±19.1","±22.4","(X)","±1.7","±10.1","(X)","±8.2","±9.1","(X)","±3.4","±8.3","","(X)","±3.2","±6.0","(X)","±3.4","±6.1","(X)","±56.6","±25.1","(X)","±100.0","±100.0","(X)","±12.7","±12.7","(X)","**","**","(X)","±64.8","±64.8","(X)","±34.6","±19.4","(X)","±11.7","±21.0","","±17.2","±19.9","±3.3","±1.4","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","185","5","15","124","41","5,151","29","62","718","915","397","1,750","1,280","5,060","3,030","771","771","521","939","939","722","2,317","2,288","1,411","1,124","1,062","376","","4,402","4,311","2,388","4,119","4,043","2,236","281","281","226","0","0","0","375","375","326","0","0","0","3","3","3","90","90","87","397","382","217","","(X)","(X)","(X)","(X)","","59,219","-","-","45,703","61,177","70,617"
"        Margin of Error","","±116","±7","±31","±102","±46","±496","±45","±48","±257","±202","±135","±252","±358","±484","±390","±245","±245","±172","±195","±195","±161","±379","±379","±337","±224","±207","±118","","±386","±370","±258","±354","±340","±239","±291","±291","±287","±22","±22","±22","±128","±128","±122","±22","±22","±22","±5","±5","±5","±82","±82","±82","±150","±149","±119","","(X)","(X)","(X)","(X)","","±12,837","**","**","±20,387","±10,822","±8,998"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","2.7%","8.1%","67.0%","22.2%","(X)","0.6%","1.2%","13.9%","17.8%","7.7%","34.0%","24.8%","98.2%","58.8%","(X)","100.0%","67.6%","(X)","100.0%","76.9%","(X)","98.7%","60.9%","(X)","94.5%","33.5%","","(X)","97.9%","54.2%","(X)","98.2%","54.3%","(X)","100.0%","80.4%","(X)","-","-","(X)","100.0%","86.9%","(X)","-","-","(X)","100.0%","100.0%","(X)","100.0%","96.7%","(X)","96.2%","54.7%","","27.5%","0.6%","2.7%","1.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±4.5","±16.3","±28.1","±22.6","(X)","±0.9","±0.9","±4.5","±3.9","±2.5","±5.5","±5.7","±1.3","±5.5","(X)","±5.7","±16.4","(X)","±4.7","±8.9","(X)","±1.6","±8.6","(X)","±5.0","±8.2","","(X)","±1.5","±5.5","(X)","±1.5","±5.7","(X)","±14.8","±35.7","(X)","**","**","(X)","±11.3","±13.0","(X)","**","**","(X)","±100.0","±100.0","(X)","±36.7","±6.6","(X)","±4.9","±19.8","","±35.4","±0.8","±2.4","±1.3","","(X)","(X)","(X)","(X)","(X)","(X)"
"ZCTA5 78701","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,080","84","62","547","387","10,572","145","281","647","1,135","203","4,826","3,335","10,146","8,161","3,854","3,850","3,394","2,221","2,207","1,905","3,232","2,990","2,060","1,265","1,099","802","","8,717","8,460","6,866","7,542","7,468","6,259","318","213","44","2","2","2","910","850","838","0","0","0","116","116","65","509","505","346","1,501","1,258","714","","(X)","(X)","(X)","(X)","","88,884","18,517","23,750","53,631","100,179","109,274"
"        Margin of Error","","±290","±126","±47","±211","±198","±1,384","±98","±209","±259","±553","±116","±915","±771","±1,365","±1,257","±886","±887","±778","±819","±826","±804","±1,090","±1,074","±694","±308","±275","±252","","±1,257","±1,250","±1,079","±1,300","±1,291","±1,096","±166","±136","±76","±3","±3","±3","±425","±427","±432","±22","±22","±22","±93","±93","±71","±444","±444","±414","±634","±626","±373","","(X)","(X)","(X)","(X)","","±15,097","±14,754","±2,864","±26,782","±14,150","±11,303"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","7.8%","5.7%","50.6%","35.8%","(X)","1.4%","2.7%","6.1%","10.7%","1.9%","45.6%","31.5%","96.0%","77.2%","(X)","99.9%","88.1%","(X)","99.4%","85.8%","(X)","92.5%","63.7%","(X)","86.9%","63.4%","","(X)","97.1%","78.8%","(X)","99.0%","83.0%","(X)","67.0%","13.8%","(X)","100.0%","100.0%","(X)","93.4%","92.1%","(X)","-","-","(X)","100.0%","56.0%","(X)","99.2%","68.0%","(X)","83.8%","47.6%","","83.1%","47.9%","7.7%","2.2%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±11.0","±4.5","±15.1","±16.2","(X)","±0.9","±2.0","±2.7","±4.7","±1.1","±6.8","±5.5","±2.2","±5.9","(X)","±0.2","±6.8","(X)","±1.2","±9.9","(X)","±5.6","±10.5","(X)","±11.0","±13.1","","(X)","±2.0","±6.0","(X)","±0.4","±6.2","(X)","±27.3","±20.6","(X)","±100.0","±100.0","(X)","±11.6","±12.5","(X)","**","**","(X)","±31.0","±41.4","(X)","±1.5","±37.1","(X)","±13.9","±13.1","","±16.0","±18.7","±6.9","±1.6","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","668","84","62","310","212","6,205","65","122","407","699","130","2,938","1,844","6,018","4,782","2,110","2,106","1,928","1,461","1,461","1,228","1,895","1,778","1,099","739","673","527","","5,011","4,921","3,877","4,388","4,353","3,426","221","128","19","0","0","0","517","517","505","0","0","0","69","69","45","387","383","336","758","703","556","","(X)","(X)","(X)","(X)","","101,977","-","22,995","-","106,154","112,146"
"        Margin of Error","","±243","±126","±47","±183","±136","±929","±70","±110","±235","±511","±96","±738","±452","±893","±757","±577","±578","±574","±598","±598","±574","±722","±692","±359","±185","±186","±174","","±750","±746","±570","±750","±747","±534","±142","±99","±34","±22","±22","±22","±295","±295","±297","±22","±22","±22","±60","±60","±45","±417","±417","±413","±368","±358","±342","","(X)","(X)","(X)","(X)","","±8,850","**","±6,705","**","±15,638","±13,729"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","12.6%","9.3%","46.4%","31.7%","(X)","1.0%","2.0%","6.6%","11.3%","2.1%","47.3%","29.7%","97.0%","77.1%","(X)","99.8%","91.4%","(X)","100.0%","84.1%","(X)","93.8%","58.0%","(X)","91.1%","71.3%","","(X)","98.2%","77.4%","(X)","99.2%","78.1%","(X)","57.9%","8.6%","(X)","-","-","(X)","100.0%","97.7%","(X)","-","-","(X)","100.0%","65.2%","(X)","99.0%","86.8%","(X)","92.7%","73.4%","","85.6%","57.7%","5.4%","3.5%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±17.4","±7.3","±19.5","±19.7","(X)","±1.1","±1.7","±3.9","±7.5","±1.6","±9.1","±7.7","±2.2","±8.4","(X)","±0.3","±5.8","(X)","±3.0","±12.5","(X)","±6.0","±17.9","(X)","±8.7","±13.9","","(X)","±1.3","±9.1","(X)","±1.0","±9.8","(X)","±34.7","±14.5","(X)","**","**","(X)","±8.3","±4.9","(X)","**","**","(X)","±42.0","±47.7","(X)","±2.2","±24.7","(X)","±7.1","±17.5","","±20.3","±28.1","±7.1","±2.7","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","412","0","0","237","175","4,367","80","159","240","436","73","1,888","1,491","4,128","3,379","1,744","1,744","1,466","760","746","677","1,337","1,212","961","526","426","275","","3,706","3,539","2,989","3,154","3,115","2,833","97","85","25","2","2","2","393","333","333","0","0","0","47","47","20","122","122","10","743","555","158","","(X)","(X)","(X)","(X)","","71,042","-","35,292","54,420","75,126","107,768"
"        Margin of Error","","±183","±22","±22","±146","±109","±717","±76","±178","±111","±310","±64","±394","±595","±710","±772","±452","±452","±386","±328","±332","±323","±524","±514","±479","±199","±166","±130","","±688","±698","±726","±707","±702","±702","±77","±74","±43","±3","±3","±3","±238","±217","±217","±22","±22","±22","±55","±55","±32","±149","±149","±15","±348","±326","±116","","(X)","(X)","(X)","(X)","","±18,331","**","±18,586","±6,516","±25,772","±31,710"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","0.0%","0.0%","57.5%","42.5%","(X)","1.8%","3.6%","5.5%","10.0%","1.7%","43.2%","34.1%","94.5%","77.4%","(X)","100.0%","84.1%","(X)","98.2%","89.1%","(X)","90.7%","71.9%","(X)","81.0%","52.3%","","(X)","95.5%","80.7%","(X)","98.8%","89.8%","(X)","87.6%","25.8%","(X)","100.0%","100.0%","(X)","84.7%","84.7%","(X)","-","-","(X)","100.0%","42.6%","(X)","100.0%","8.2%","(X)","74.7%","21.3%","","81.2%","31.3%","11.4%","0.3%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±10.3","±10.3","±21.4","±21.4","(X)","±1.8","±4.1","±2.6","±7.4","±1.5","±7.0","±10.8","±4.4","±9.4","(X)","±2.5","±12.6","(X)","±3.5","±11.1","(X)","±10.5","±18.2","(X)","±16.9","±17.3","","(X)","±4.2","±8.7","(X)","±1.3","±4.7","(X)","±23.5","±37.7","(X)","±100.0","±100.0","(X)","±23.7","±23.7","(X)","**","**","(X)","±50.9","±57.4","(X)","±29.9","±23.9","(X)","±22.5","±15.9","","±22.2","±22.1","±14.4","±0.4","","(X)","(X)","(X)","(X)","(X)","(X)"
"ZCTA5 78702","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,682","100","280","896","406","19,349","1,469","1,160","2,898","3,359","698","6,163","3,602","16,720","9,765","7,762","7,285","5,409","4,201","3,958","2,284","4,825","3,895","1,690","2,561","1,582","382","","12,588","11,061","7,868","8,809","8,523","6,831","2,992","2,449","393","37","21","4","421","421","376","7","7","0","1,699","1,251","355","1,605","1,510","769","6,608","4,806","1,750","","(X)","(X)","(X)","(X)","","46,900","25,200","26,536","38,578","58,698","75,577"
"        Margin of Error","","±502","±50","±141","±391","±163","±1,436","±287","±237","±640","±623","±254","±749","±582","±1,371","±1,024","±888","±842","±838","±656","±634","±365","±768","±720","±378","±408","±398","±151","","±947","±957","±911","±847","±824","±770","±586","±565","±178","±36","±21","±8","±150","±150","±135","±9","±9","±26","±520","±481","±190","±1,021","±1,010","±347","±1,183","±1,106","±464","","(X)","(X)","(X)","(X)","","±4,546","±8,414","±10,318","±6,426","±7,826","±7,796"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","5.9%","16.6%","53.3%","24.1%","(X)","7.6%","6.0%","15.0%","17.4%","3.6%","31.9%","18.6%","86.4%","50.5%","(X)","93.9%","69.7%","(X)","94.2%","54.4%","(X)","80.7%","35.0%","(X)","61.8%","14.9%","","(X)","87.9%","62.5%","(X)","96.8%","77.5%","(X)","81.9%","13.1%","(X)","56.8%","10.8%","(X)","100.0%","89.3%","(X)","100.0%","0.0%","(X)","73.6%","20.9%","(X)","94.1%","47.9%","(X)","72.7%","26.5%","","37.5%","31.9%","20.8%","7.5%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±3.5","±8.5","±10.8","±8.6","(X)","±1.5","±1.2","±2.9","±2.9","±1.3","±3.5","±2.5","±1.9","±4.1","(X)","±2.0","±5.6","(X)","±2.1","±7.7","(X)","±4.8","±5.9","(X)","±8.7","±5.4","","(X)","±2.5","±4.3","(X)","±1.4","±4.1","(X)","±6.1","±6.5","(X)","±26.1","±25.1","(X)","±10.1","±8.9","(X)","±100.0","±100.0","(X)","±11.6","±9.2","(X)","±6.5","±18.8","(X)","±5.7","±5.3","","±7.4","±9.2","±7.2","±3.0","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","628","22","26","332","248","10,168","689","560","1,126","2,120","262","3,361","2,050","8,919","5,411","4,168","3,938","2,811","2,619","2,447","1,425","2,421","1,975","927","960","559","248","","6,990","6,337","4,437","5,021","4,934","3,799","1,238","965","134","24","18","1","191","191","185","7","7","0","978","703","245","740","698","409","3,567","2,684","1,155","","(X)","(X)","(X)","(X)","","54,246","35,254","24,241","41,773","72,038","77,731"
"        Margin of Error","","±253","±28","±23","±187","±126","±914","±202","±178","±268","±465","±80","±522","±488","±891","±722","±637","±593","±585","±491","±474","±253","±392","±381","±310","±188","±152","±107","","±607","±656","±644","±520","±518","±512","±353","±277","±104","±22","±20","±4","±100","±100","±100","±9","±9","±26","±324","±306","±154","±575","±571","±265","±727","±731","±445","","(X)","(X)","(X)","(X)","","±9,895","±12,579","±8,845","±11,047","±10,332","±3,535"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","3.5%","4.1%","52.9%","39.5%","(X)","6.8%","5.5%","11.1%","20.8%","2.6%","33.1%","20.2%","87.7%","53.2%","(X)","94.5%","67.4%","(X)","93.4%","54.4%","(X)","81.6%","38.3%","(X)","58.2%","25.8%","","(X)","90.7%","63.5%","(X)","98.3%","75.7%","(X)","77.9%","10.8%","(X)","75.0%","4.2%","(X)","100.0%","96.9%","(X)","100.0%","0.0%","(X)","71.9%","25.1%","(X)","94.3%","55.3%","(X)","75.2%","32.4%","","23.8%","32.1%","14.9%","8.2%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±4.5","±3.9","±15.7","±15.5","(X)","±2.0","±1.8","±2.6","±4.1","±0.8","±4.7","±3.7","±2.6","±4.3","(X)","±2.7","±6.7","(X)","±3.1","±8.9","(X)","±6.3","±10.1","(X)","±11.7","±9.5","","(X)","±3.0","±5.1","(X)","±1.1","±4.8","(X)","±8.9","±7.0","(X)","±39.8","±19.3","(X)","±20.8","±5.4","(X)","±100.0","±100.0","(X)","±15.0","±11.0","(X)","±8.7","±16.2","(X)","±7.7","±8.0","","±10.6","±11.5","±7.1","±4.5","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,054","78","254","564","158","9,181","780","600","1,772","1,239","436","2,802","1,552","7,801","4,354","3,594","3,347","2,598","1,582","1,511","859","2,404","1,920","763","1,601","1,023","134","","5,598","4,724","3,431","3,788","3,589","3,032","1,754","1,484","259","13","3","3","230","230","191","0","0","0","721","548","110","865","812","360","3,041","2,122","595","","(X)","(X)","(X)","(X)","","40,724","11,066","30,274","29,375","46,818","71,304"
"        Margin of Error","","±374","±43","±137","±294","±107","±898","±193","±161","±559","±369","±231","±420","±271","±831","±497","±459","±434","±407","±349","±349","±198","±561","±517","±226","±365","±338","±98","","±598","±539","±459","±522","±485","±446","±522","±510","±133","±17","±5","±5","±98","±98","±96","±26","±26","±26","±305","±276","±85","±495","±488","±209","±597","±523","±167","","(X)","(X)","(X)","(X)","","±3,693","±4,113","±14,695","±15,459","±6,278","±7,760"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","7.4%","24.1%","53.5%","15.0%","(X)","8.5%","6.5%","19.3%","13.5%","4.7%","30.5%","16.9%","85.0%","47.4%","(X)","93.1%","72.3%","(X)","95.5%","54.3%","(X)","79.9%","31.7%","(X)","63.9%","8.4%","","(X)","84.4%","61.3%","(X)","94.7%","80.0%","(X)","84.6%","14.8%","(X)","23.1%","23.1%","(X)","100.0%","83.0%","(X)","-","-","(X)","76.0%","15.3%","(X)","93.9%","41.6%","(X)","69.8%","19.6%","","49.6%","31.9%","29.3%","6.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±4.8","±12.6","±14.6","±9.0","(X)","±2.1","±1.6","±5.0","±3.7","±2.4","±4.3","±3.3","±2.7","±5.5","(X)","±2.9","±6.3","(X)","±3.6","±13.5","(X)","±6.5","±9.8","(X)","±11.1","±5.7","","(X)","±3.4","±4.9","(X)","±2.8","±5.3","(X)","±7.5","±9.8","(X)","±48.6","±48.6","(X)","±17.7","±17.5","(X)","**","**","(X)","±15.0","±12.4","(X)","±7.0","±27.5","(X)","±6.8","±6.3","","±11.3","±13.1","±15.0","±2.7","","(X)","(X)","(X)","(X)","(X)","(X)"
"ZCTA5 78703","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","878","40","98","347","393","15,775","106","107","508","1,293","447","6,890","6,424","15,562","13,314","4,301","4,301","3,752","3,457","3,362","2,866","5,422","5,388","4,731","2,595","2,511","1,965","","13,873","13,699","11,640","13,014","12,854","11,091","148","146","73","9","9","7","1,195","1,195","1,185","0","0","0","134","108","107","416","405","302","1,223","1,190","801","","(X)","(X)","(X)","(X)","","65,199","32,500","50,272","60,017","61,341","74,881"
"        Margin of Error","","±313","±34","±73","±222","±180","±1,314","±69","±90","±188","±238","±323","±922","±616","±1,293","±1,194","±764","±764","±652","±591","±569","±561","±747","±748","±716","±421","±409","±360","","±1,230","±1,215","±1,113","±1,232","±1,216","±1,113","±99","±99","±52","±12","±12","±11","±316","±316","±315","±26","±26","±26","±104","±99","±99","±186","±185","±146","±312","±313","±234","","(X)","(X)","(X)","(X)","","±7,755","±7,896","±35,150","±13,233","±10,034","±14,468"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","4.6%","11.2%","39.5%","44.8%","(X)","0.7%","0.7%","3.2%","8.2%","2.8%","43.7%","40.7%","98.6%","84.4%","(X)","100.0%","87.2%","(X)","97.3%","82.9%","(X)","99.4%","87.3%","(X)","96.8%","75.7%","","(X)","98.7%","83.9%","(X)","98.8%","85.2%","(X)","98.6%","49.3%","(X)","100.0%","77.8%","(X)","100.0%","99.2%","(X)","-","-","(X)","80.6%","79.9%","(X)","97.4%","72.6%","(X)","97.3%","65.5%","","33.3%","13.8%","3.0%","6.2%","","(X)","(X)","(X)","(X)","(X)","(X)"
