"Label (Grouping)","AGE BY EDUCATIONAL ATTAINMENT","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Less than high school graduate","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!High school graduate (includes equivalency)","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Some college or associate's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"        Margin of Error","","±647","±97","±319","±334","±298","±1,020","±310","±324","±625","±380","±227","±520","±401","±987","±629","±691","±703","±493","±451","±426","±232","±560","±509","±228","±365","±318","±185","","±871","±816","±542","±637","±628","±430","±469","±449","±190","±18","±18","±30","±181","±181","±184","±44","±44","±30","±342","±294","±184","±237","±239","±138","±727","±698","±327","","(X)","(X)","(X)","(X)","","±2,940","±5,352","±8,851","±5,761","±2,788","±8,191"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","4.1%","25.6%","46.0%","24.4%","(X)","9.5%","8.0%","22.2%","14.4%","5.6%","27.3%","12.9%","82.4%","40.2%","(X)","89.2%","50.4%","(X)","87.0%","40.6%","(X)","68.7%","23.9%","(X)","75.1%","31.7%","","(X)","81.7%","41.8%","(X)","95.0%","60.3%","(X)","90.8%","27.4%","(X)","100.0%","0.0%","(X)","100.0%","87.7%","(X)","100.0%","0.0%","(X)","66.8%","25.4%","(X)","99.5%","51.9%","(X)","67.9%","22.5%","","39.4%","32.9%","11.1%","4.5%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±2.6","±5.9","±6.9","±6.1","(X)","±2.3","±2.3","±3.9","±2.7","±1.6","±3.4","±2.8","±3.0","±3.7","(X)","±3.4","±5.1","(X)","±5.7","±9.8","(X)","±8.1","±6.0","(X)","±11.4","±11.8","","(X)","±3.3","±4.6","(X)","±2.7","±5.8","(X)","±7.7","±12.0","(X)","±84.6","±84.6","(X)","±10.1","±12.0","(X)","±68.4","±68.4","(X)","±14.0","±10.5","(X)","±1.2","±25.3","(X)","±6.4","±4.6","","±8.7","±12.8","±5.7","±2.1","","(X)","(X)","(X)","(X)","(X)","(X)"
"ZCTA5 78742","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","63","40","8","11","4","551","80","96","153","135","20","33","34","375","67","138","87","6","67","40","0","216","130","15","130","118","46","","312","187","38","182","147","32","90","82","29","0","0","0","0","0","0","0","0","0","80","40","0","69","66","0","268","138","6","","(X)","(X)","(X)","(X)","","28,833","26,645","28,846","29,044","-","-"
"        Margin of Error","","±54","±49","±10","±19","±8","±184","±76","±52","±122","±88","±18","±31","±21","±155","±30","±101","±73","±8","±64","±54","±14","±131","±119","±24","±48","±46","±22","","±116","±80","±22","±77","±67","±22","±78","±67","±20","±14","±14","±14","±14","±14","±14","±14","±14","±14","±63","±38","±14","±68","±67","±14","±135","±95","±12","","(X)","(X)","(X)","(X)","","±3,518","±9,034","±14,677","±3,512","**","**"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","63.5%","12.7%","17.5%","6.3%","(X)","14.5%","17.4%","27.8%","24.5%","3.6%","6.0%","6.2%","68.1%","12.2%","(X)","63.0%","4.3%","(X)","59.7%","0.0%","(X)","60.2%","6.9%","(X)","90.8%","35.4%","","(X)","59.9%","12.2%","(X)","80.8%","17.6%","(X)","91.1%","32.2%","(X)","-","-","(X)","-","-","(X)","-","-","(X)","50.0%","0.0%","(X)","95.7%","0.0%","(X)","51.5%","2.2%","","13.6%","17.0%","16.8%","17.9%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±41.1","±17.0","±30.4","±12.4","(X)","±12.5","±8.5","±17.8","±13.8","±3.4","±5.8","±4.2","±15.1","±6.4","(X)","±32.7","±7.2","(X)","±46.1","±42.6","(X)","±29.9","±13.4","(X)","±10.6","±14.3","","(X)","±19.5","±7.9","(X)","±18.8","±11.5","(X)","±18.3","±23.7","(X)","**","**","(X)","**","**","(X)","**","**","(X)","±29.2","±39.0","(X)","±8.7","±42.0","(X)","±25.4","±4.7","","±15.7","±18.8","±12.7","±18.3","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","29","13","5","11","0","244","52","69","46","44","10","23","0","123","23","43","11","6","27","19","0","119","50","5","55","43","12","","142","53","18","80","53","18","59","51","5","0","0","0","0","0","0","0","0","0","21","0","0","22","19","0","102","19","0","","(X)","(X)","(X)","(X)","","32,326","31,838","-","31,053","-","-"
"        Margin of Error","","±29","±21","±8","±19","±14","±94","±47","±40","±61","±34","±16","±20","±14","±71","±20","±51","±11","±8","±31","±27","±14","±78","±59","±9","±27","±25","±14","","±68","±35","±16","±48","±35","±16","±60","±59","±9","±14","±14","±14","±14","±14","±14","±14","±14","±14","±28","±14","±14","±28","±27","±14","±69","±27","±14","","(X)","(X)","(X)","(X)","","±11,317","±10,229","**","±7,983","**","**"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","44.8%","17.2%","37.9%","0.0%","(X)","21.3%","28.3%","18.9%","18.0%","4.1%","9.4%","0.0%","50.4%","9.4%","(X)","25.6%","14.0%","(X)","70.4%","0.0%","(X)","42.0%","4.2%","(X)","78.2%","21.8%","","(X)","37.3%","12.7%","(X)","66.3%","22.5%","(X)","86.4%","8.5%","(X)","-","-","(X)","-","-","(X)","-","-","(X)","0.0%","0.0%","(X)","86.4%","0.0%","(X)","18.6%","0.0%","","13.2%","30.4%","0.0%","26.1%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±53.4","±29.0","±50.2","±64.8","(X)","±16.4","±14.5","±21.9","±12.2","±6.2","±8.7","±16.8","±19.7","±8.7","(X)","±41.7","±29.6","(X)","±63.2","±67.2","(X)","±33.5","±9.1","(X)","±24.6","±24.2","","(X)","±21.6","±12.5","(X)","±29.8","±22.7","(X)","±36.0","±20.7","(X)","**","**","(X)","**","**","(X)","**","**","(X)","±76.1","±76.1","(X)","±31.7","±74.4","(X)","±24.2","±33.9","","±20.1","±51.9","±47.5","±36.0","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","34","27","3","0","4","307","28","27","107","91","10","10","34","252","44","95","76","0","40","21","0","97","80","10","75","75","34","","170","134","20","102","94","14","31","31","24","0","0","0","0","0","0","0","0","0","59","40","0","47","47","0","166","119","6","","(X)","(X)","(X)","(X)","","26,884","-","26,857","27,868","-","-"
"        Margin of Error","","±33","±31","±5","±14","±8","±119","±30","±28","±71","±69","±10","±23","±21","±109","±27","±82","±70","±14","±42","±27","±14","±65","±66","±23","±41","±41","±21","","±73","±68","±17","±54","±53","±15","±35","±35","±20","±14","±14","±14","±14","±14","±14","±14","±14","±14","±55","±38","±14","±62","±62","±14","±104","±92","±12","","(X)","(X)","(X)","(X)","","±1,183","**","±2,114","±2,578","**","**"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","79.4%","8.8%","0.0%","11.8%","(X)","9.1%","8.8%","34.9%","29.6%","3.3%","3.3%","11.1%","82.1%","14.3%","(X)","80.0%","0.0%","(X)","52.5%","0.0%","(X)","82.5%","10.3%","(X)","100.0%","45.3%","","(X)","78.8%","11.8%","(X)","92.2%","13.7%","(X)","100.0%","77.4%","(X)","-","-","(X)","-","-","(X)","-","-","(X)","67.8%","0.0%","(X)","100.0%","0.0%","(X)","71.7%","3.6%","","14.5%","11.2%","25.7%","13.6%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±37.7","±15.7","±59.8","±23.5","(X)","±9.4","±8.2","±17.3","±18.0","±3.5","±7.2","±7.8","±12.7","±9.3","(X)","±22.6","±35.5","(X)","±49.0","±55.2","(X)","±23.1","±24.1","(X)","±40.3","±26.0","","(X)","±16.7","±11.2","(X)","±11.3","±14.9","(X)","±62.7","±28.7","(X)","**","**","(X)","**","**","(X)","**","**","(X)","±28.2","±45.4","(X)","±50.9","±50.9","(X)","±24.0","±7.6","","±23.4","±16.1","±16.3","±20.5","","(X)","(X)","(X)","(X)","(X)","(X)"
"ZCTA5 78744","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","4,583","773","1,839","1,379","592","30,728","5,145","3,094","8,157","5,707","1,783","5,220","1,622","22,489","6,842","9,776","8,175","3,031","8,168","5,590","1,784","9,691","6,492","1,730","3,093","2,232","297","","19,000","13,743","4,555","6,981","6,806","3,046","3,074","2,575","600","240","195","21","543","539","381","8","8","0","5,968","3,951","814","1,895","1,478","471","19,956","12,395","2,685","","(X)","(X)","(X)","(X)","","34,937","26,285","27,381","38,917","51,734","60,079"
"        Margin of Error","","±630","±212","±484","±252","±185","±1,992","±802","±679","±905","±969","±399","±830","±441","±1,736","±994","±997","±956","±632","±1,219","±1,156","±482","±1,027","±815","±343","±571","±521","±126","","±1,350","±1,175","±617","±966","±972","±563","±650","±589","±286","±182","±136","±23","±200","±200","±164","±13","±13","±30","±1,305","±1,031","±311","±979","±676","±402","±1,762","±1,389","±609","","(X)","(X)","(X)","(X)","","±1,752","±1,851","±5,224","±3,766","±3,124","±15,044"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","16.9%","40.1%","30.1%","12.9%","(X)","16.7%","10.1%","26.5%","18.6%","5.8%","17.0%","5.3%","73.2%","22.3%","(X)","83.6%","31.0%","(X)","68.4%","21.8%","(X)","67.0%","17.9%","(X)","72.2%","9.6%","","(X)","72.3%","24.0%","(X)","97.5%","43.6%","(X)","83.8%","19.5%","(X)","81.3%","8.8%","(X)","99.3%","70.2%","(X)","100.0%","0.0%","(X)","66.2%","13.6%","(X)","78.0%","24.9%","(X)","62.1%","13.5%","","11.5%","12.3%","9.2%","2.4%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±4.1","±7.4","±5.6","±3.8","(X)","±2.6","±2.0","±2.3","±2.7","±1.3","±2.5","±1.4","±2.8","±3.0","(X)","±4.7","±5.3","(X)","±6.5","±5.6","(X)","±4.6","±3.2","(X)","±7.7","±4.0","","(X)","±3.4","±2.9","(X)","±1.5","±5.6","(X)","±8.0","±8.2","(X)","±25.1","±11.6","(X)","±1.0","±15.8","(X)","±100.0","±100.0","(X)","±7.9","±4.8","(X)","±13.5","±19.8","(X)","±3.8","±2.9","","±3.3","±3.7","±3.0","±1.3","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","2,417","364","1,054","736","263","15,277","2,881","1,626","4,051","2,636","1,025","2,578","480","10,770","3,058","4,719","3,771","1,284","4,191","2,943","780","5,048","3,130","855","1,319","926","139","","9,652","6,872","1,997","3,587","3,509","1,322","1,344","1,037","170","75","75","9","322","322","261","8","8","0","2,843","1,722","482","1,033","734","139","9,909","5,787","1,202","","(X)","(X)","(X)","(X)","","39,524","31,037","34,424","41,076","55,009","68,553"
"        Margin of Error","","±431","±136","±290","±224","±125","±1,379","±532","±522","±743","±665","±255","±540","±152","±1,139","±571","±670","±596","±345","±774","±777","±270","±622","±520","±257","±271","±236","±69","","±940","±795","±386","±563","±579","±348","±348","±282","±108","±73","±73","±14","±138","±138","±129","±13","±13","±30","±673","±488","±216","±826","±473","±164","±1,256","±878","±331","","(X)","(X)","(X)","(X)","","±2,824","±3,907","±2,962","±3,077","±4,414","±36,458"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","15.1%","43.6%","30.5%","10.9%","(X)","18.9%","10.6%","26.5%","17.3%","6.7%","16.9%","3.1%","70.5%","20.0%","(X)","79.9%","27.2%","(X)","70.2%","18.6%","(X)","62.0%","16.9%","(X)","70.2%","10.5%","","(X)","71.2%","20.7%","(X)","97.8%","36.9%","(X)","77.2%","12.6%","(X)","100.0%","12.0%","(X)","100.0%","81.1%","(X)","100.0%","0.0%","(X)","60.6%","17.0%","(X)","71.1%","13.5%","(X)","58.4%","12.1%","","8.6%","9.3%","5.7%","1.0%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±5.5","±8.6","±7.5","±4.8","(X)","±3.6","±3.0","±3.8","±4.0","±1.7","±3.2","±1.0","±3.7","±3.4","(X)","±8.2","±5.9","(X)","±9.2","±6.8","(X)","±6.9","±4.5","(X)","±10.0","±5.1","","(X)","±4.0","±3.7","(X)","±1.8","±7.7","(X)","±16.0","±7.5","(X)","±40.3","±24.7","(X)","±13.0","±16.1","(X)","±100.0","±100.0","(X)","±10.6","±6.5","(X)","±19.8","±19.5","(X)","±4.7","±3.3","","±3.6","±4.7","±3.1","±1.3","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","2,166","409","785","643","329","15,451","2,264","1,468","4,106","3,071","758","2,642","1,142","11,719","3,784","5,057","4,404","1,747","3,977","2,647","1,004","4,643","3,362","875","1,774","1,306","158","","9,348","6,871","2,558","3,394","3,297","1,724","1,730","1,538","430","165","120","12","221","217","120","0","0","0","3,125","2,229","332","862","744","332","10,047","6,608","1,483","","(X)","(X)","(X)","(X)","","29,620","18,998","21,681","35,720","42,926","55,536"
"        Margin of Error","","±358","±154","±272","±172","±138","±1,108","±414","±316","±692","±607","±237","±489","±397","±1,111","±628","±602","±643","±453","±636","±587","±338","±574","±509","±238","±477","±443","±96","","±692","±643","±400","±542","±520","±381","±525","±501","±255","±140","±83","±19","±95","±94","±72","±30","±30","±30","±914","±846","±207","±345","±333","±257","±1,013","±987","±409","","(X)","(X)","(X)","(X)","","±2,599","±2,123","±2,226","±4,696","±12,704","±13,197"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","18.9%","36.2%","29.7%","15.2%","(X)","14.7%","9.5%","26.6%","19.9%","4.9%","17.1%","7.4%","75.8%","24.5%","(X)","87.1%","34.5%","(X)","66.6%","25.2%","(X)","72.4%","18.8%","(X)","73.6%","8.9%","","(X)","73.5%","27.4%","(X)","97.1%","50.8%","(X)","88.9%","24.9%","(X)","72.7%","7.3%","(X)","98.2%","54.3%","(X)","-","-","(X)","71.3%","10.6%","(X)","86.3%","38.5%","(X)","65.8%","14.8%","","15.1%","15.2%","12.6%","3.6%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±6.0","±9.9","±7.8","±6.4","(X)","±2.8","±2.0","±3.7","±3.3","±1.6","±3.1","±2.5","±3.3","±3.7","(X)","±5.3","±7.3","(X)","±7.8","±7.4","(X)","±5.4","±4.6","(X)","±9.7","±5.7","","(X)","±4.1","±3.7","(X)","±2.5","±7.2","(X)","±5.7","±13.0","(X)","±31.8","±12.8","(X)","±2.5","±23.0","(X)","**","**","(X)","±10.5","±6.6","(X)","±9.6","±19.7","(X)","±5.0","±4.0","","±5.1","±4.8","±4.3","±2.1","","(X)","(X)","(X)","(X)","(X)","(X)"
"ZCTA5 78745","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","4,362","302","1,263","1,726","1,071","48,874","2,569","1,976","8,546","10,200","3,156","15,528","6,899","44,329","22,427","14,758","13,909","8,067","11,026","10,182","5,591","15,023","13,352","6,039","8,067","6,886","2,730","","40,495","37,144","18,510","27,366","26,664","14,918","1,768","1,695","725","381","381","243","1,377","1,340","1,017","0","0","0","2,373","1,469","541","2,480","2,300","1,391","17,349","13,627","5,138","","(X)","(X)","(X)","(X)","","44,679","26,865","32,219","39,084","51,766","63,187"
"        Margin of Error","","±661","±149","±367","±524","±264","±2,233","±787","±431","±955","±1,075","±524","±1,162","±777","±1,967","±1,433","±1,331","±1,251","±800","±1,068","±1,009","±696","±1,169","±1,071","±868","±855","±776","±558","","±1,829","±1,656","±1,174","±1,474","±1,468","±1,075","±484","±488","±326","±148","±148","±137","±402","±389","±321","±33","±33","±33","±910","±443","±194","±600","±574","±458","±1,698","±1,318","±715","","(X)","(X)","(X)","(X)","","±1,744","±3,017","±2,549","±3,304","±1,320","±7,276"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","6.9%","29.0%","39.6%","24.6%","(X)","5.3%","4.0%","17.5%","20.9%","6.5%","31.8%","14.1%","90.7%","45.9%","(X)","94.2%","54.7%","(X)","92.3%","50.7%","(X)","88.9%","40.2%","(X)","85.4%","33.8%","","(X)","91.7%","45.7%","(X)","97.4%","54.5%","(X)","95.9%","41.0%","(X)","100.0%","63.8%","(X)","97.3%","73.9%","(X)","-","-","(X)","61.9%","22.8%","(X)","92.7%","56.1%","(X)","78.5%","29.6%","","19.4%","12.6%","9.0%","6.9%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±3.4","±7.2","±9.1","±5.9","(X)","±1.5","±0.9","±1.8","±2.0","±1.1","±2.0","±1.5","±1.6","±2.2","(X)","±1.9","±4.0","(X)","±2.7","±5.5","(X)","±2.7","±4.1","(X)","±5.4","±5.1","","(X)","±1.5","±2.4","(X)","±0.7","±2.7","(X)","±4.0","±12.0","(X)","±11.1","±19.8","(X)","±4.3","±10.7","(X)","**","**","(X)","±18.5","±9.6","(X)","±5.2","±10.5","(X)","±4.0","±3.5","","±6.6","±3.6","±2.0","±1.4","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,846","151","633","817","245","25,194","1,195","1,031","4,846","5,575","1,601","8,021","2,925","22,968","10,946","7,468","6,837","3,761","6,033","5,569","2,538","8,120","7,361","3,171","3,573","3,201","1,476","","20,807","19,258","9,096","14,093","13,745","7,428","927","878","333","239","239","179","738","701","505","0","0","0","1,261","825","253","1,222","1,067","580","8,963","7,173","2,377","","(X)","(X)","(X)","(X)","","48,145","36,944","35,657","43,665","60,253","76,556"
"        Margin of Error","","±469","±109","±240","±437","±103","±1,383","±421","±329","±647","±773","±345","±795","±457","±1,238","±868","±806","±723","±488","±816","±811","±359","±789","±761","±610","±499","±443","±418","","±1,213","±1,147","±786","±929","±924","±736","±270","±272","±154","±138","±138","±135","±272","±261","±211","±33","±33","±33","±548","±337","±144","±328","±305","±224","±1,167","±1,066","±431","","(X)","(X)","(X)","(X)","","±3,538","±14,018","±3,041","±4,429","±6,594","±10,634"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
