"Label (Grouping)","Total civilian noninstitutionalized population","Total civilian noninstitutionalized population!!SEX","Total civilian noninstitutionalized population!!SEX!!Male","Total civilian noninstitutionalized population!!SEX!!Female","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino","Total civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino (of any race)","Total civilian noninstitutionalized population!!AGE","Total civilian noninstitutionalized population!!AGE!!Under 5 years","Total civilian noninstitutionalized population!!AGE!!5 to 17 years","Total civilian noninstitutionalized population!!AGE!!18 to 34 years","Total civilian noninstitutionalized population!!AGE!!35 to 64 years","Total civilian noninstitutionalized population!!AGE!!65 to 74 years","Total civilian noninstitutionalized population!!AGE!!75 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population under 18 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population under 18 years!!Population under 5 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population under 18 years!!Population 5 to 17 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 18 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 18 to 64 years!!Population 18 to 34 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 18 to 64 years!!Population 35 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 65 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 65 years and over!!Population 65 to 74 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 65 years and over!!Population 75 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population under 18 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population under 18 years!!Population under 5 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population under 18 years!!Population 5 to 17 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 18 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 18 to 64 years!!Population 18 to 34 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 18 to 64 years!!Population 35 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 65 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 65 years and over!!Population 65 to 74 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 65 years and over!!Population 75 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population under 18 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 18 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 18 to 64 years!!Population 18 to 34 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 18 to 64 years!!Population 35 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 65 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 65 years and over!!Population 65 to 74 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 65 years and over!!Population 75 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population under 18 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 18 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 18 to 64 years!!Population 18 to 34 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 18 to 64 years!!Population 35 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 65 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 65 years and over!!Population 65 to 74 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 65 years and over!!Population 75 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population under 18 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 18 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 18 to 64 years!!Population 18 to 34 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 18 to 64 years!!Population 35 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 65 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 65 years and over!!Population 65 to 74 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 65 years and over!!Population 75 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 18 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 18 to 64 years!!Population 18 to 34 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 18 to 64 years!!Population 35 to 64 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 65 years and over","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 65 years and over!!Population 65 to 74 years","Total civilian noninstitutionalized population!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 65 years and over!!Population 75 years and over"
"        Margin of Error","±251","","±170","±161","","±231","±3","±5","±16","±26","±11","±47","±237","±55","","±16","±43","±53","±130","±148","±115","","±145","±26","±26","±26","±64","±26","±64","±132","±79","±102","±74","±40","±16","±35","±38","±30","±24","±60","±27","±54","±105","±39","±80","±42","±69","±62","±19","±59","±185","±35","±75","±16","±73","±153","±123","±81","±83","±39","±21","±16","±14","±76","±36","±67","±82","±46","±16","±42","±75","±21","±73"
"    Percent with a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4.7%","","4.8%","4.6%","","5.0%","0.5%","22.2%","0.7%","-","4.6%","6.7%","4.8%","7.8%","","1.0%","1.7%","1.2%","3.3%","14.3%","36.4%","","1.7%","0.0%","0.0%","0.0%","0.4%","0.0%","0.7%","10.5%","4.9%","24.2%","0.8%","0.9%","1.0%","0.9%","0.3%","0.4%","0.3%","3.0%","1.1%","7.6%","1.4%","1.3%","1.1%","0.8%","1.2%","3.2%","1.0%","8.4%","2.6%","0.9%","0.9%","0.2%","1.4%","13.1%","9.2%","22.4%","0.9%","1.3%","0.1%","0.2%","0.1%","4.8%","1.8%","12.0%","1.4%","0.5%","0.2%","0.7%","6.0%","1.4%","17.4%"
"        Margin of Error","±1.3","","±1.6","±1.6","","±1.3","±1.4","±60.4","±1.2","**","±7.9","±7.2","±1.5","±3.2","","±1.4","±1.8","±1.0","±1.4","±6.7","±12.3","","±0.7","±1.2","±3.8","±1.8","±0.5","±0.9","±0.7","±4.7","±4.1","±11.9","±0.4","±1.1","±1.4","±1.4","±0.3","±0.6","±0.3","±2.2","±1.5","±6.9","±0.6","±1.6","±0.6","±0.8","±0.8","±2.4","±1.0","±7.7","±1.0","±1.4","±0.5","±0.3","±0.8","±5.1","±5.8","±9.7","±0.5","±1.6","±0.2","±0.3","±0.2","±2.9","±1.9","±8.6","±0.5","±0.3","±0.3","±0.5","±2.9","±1.1","±9.3"
"ZCTA5 78704","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","51,138","","26,236","24,902","","42,210","2,068","348","1,570","70","998","3,874","31,749","13,770","","2,340","4,005","21,504","19,159","2,793","1,337","","(X)","6,345","2,340","4,005","40,663","21,504","19,159","4,130","2,793","1,337","(X)","6,345","2,340","4,005","40,663","21,504","19,159","4,130","2,793","1,337","(X)","4,005","40,663","21,504","19,159","4,130","2,793","1,337","(X)","4,005","40,663","21,504","19,159","4,130","2,793","1,337","(X)","4,005","40,663","21,504","19,159","4,130","2,793","1,337","(X)","40,663","21,504","19,159","4,130","2,793","1,337"
"        Margin of Error","±2,499","","±1,461","±1,613","","±2,439","±740","±259","±361","±91","±404","±868","±1,897","±1,886","","±457","±678","±1,424","±1,448","±364","±253","","(X)","±912","±457","±678","±1,989","±1,424","±1,448","±418","±364","±253","(X)","±912","±457","±678","±1,989","±1,424","±1,448","±418","±364","±253","(X)","±678","±1,989","±1,424","±1,448","±418","±364","±253","(X)","±678","±1,989","±1,424","±1,448","±418","±364","±253","(X)","±678","±1,989","±1,424","±1,448","±418","±364","±253","(X)","±1,989","±1,424","±1,448","±418","±364","±253"
"    With a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,216","","1,627","1,589","","2,717","173","0","65","0","63","198","1,928","1,000","","14","183","1,059","1,228","329","403","","715","20","0","20","555","297","258","140","47","93","554","48","14","34","427","109","318","79","49","30","1,424","145","1,116","607","509","163","46","117","926","0","488","92","396","438","195","243","394","28","167","47","120","199","41","158","822","469","153","316","353","94","259"
"        Margin of Error","±578","","±463","±293","","±576","±95","±33","±43","±33","±65","±117","±280","±515","","±22","±103","±446","±256","±117","±178","","±458","±24","±33","±24","±438","±416","±103","±88","±66","±58","±146","±45","±22","±41","±123","±62","±108","±53","±39","±28","±257","±92","±246","±180","±173","±96","±35","±81","±208","±33","±151","±71","±136","±125","±81","±107","±173","±32","±105","±54","±74","±101","±36","±91","±249","±158","±77","±142","±176","±74","±158"
"    Percent with a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6.3%","","6.2%","6.4%","","6.4%","8.4%","0.0%","4.1%","0.0%","6.3%","5.1%","6.1%","7.3%","","0.6%","4.6%","4.9%","6.4%","11.8%","30.1%","","1.4%","0.3%","0.0%","0.5%","1.4%","1.4%","1.3%","3.4%","1.7%","7.0%","1.1%","0.8%","0.6%","0.8%","1.1%","0.5%","1.7%","1.9%","1.8%","2.2%","2.9%","3.6%","2.7%","2.8%","2.7%","3.9%","1.6%","8.8%","1.9%","0.0%","1.2%","0.4%","2.1%","10.6%","7.0%","18.2%","0.8%","0.7%","0.4%","0.2%","0.6%","4.8%","1.5%","11.8%","1.8%","1.2%","0.7%","1.6%","8.5%","3.4%","19.4%"
"        Margin of Error","±1.0","","±1.7","±1.2","","±1.3","±4.4","±12.1","±2.8","±41.7","±6.8","±3.0","±0.9","±3.3","","±1.0","±2.5","±2.0","±1.3","±3.9","±13.1","","±0.9","±0.4","±1.9","±0.6","±1.1","±1.9","±0.6","±2.0","±2.3","±4.1","±0.3","±0.7","±1.0","±1.0","±0.3","±0.3","±0.6","±1.3","±1.4","±2.1","±0.5","±2.3","±0.6","±0.9","±0.9","±2.1","±1.2","±5.8","±0.4","±1.1","±0.4","±0.3","±0.7","±2.8","±2.7","±8.1","±0.4","±0.8","±0.3","±0.3","±0.4","±2.3","±1.3","±6.8","±0.6","±0.4","±0.4","±0.7","±4.1","±2.6","±12.0"
"ZCTA5 78705","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","33,088","","15,666","17,422","","22,229","2,736","80","5,074","18","863","2,088","17,546","6,489","","169","565","29,689","2,179","272","214","","(X)","734","169","565","31,868","29,689","2,179","486","272","214","(X)","734","169","565","31,868","29,689","2,179","486","272","214","(X)","565","31,868","29,689","2,179","486","272","214","(X)","565","31,868","29,689","2,179","486","272","214","(X)","565","31,868","29,689","2,179","486","272","214","(X)","31,868","29,689","2,179","486","272","214"
"        Margin of Error","±1,901","","±1,152","±1,373","","±1,372","±408","±54","±517","±26","±216","±646","±1,131","±783","","±97","±150","±1,769","±433","±111","±107","","(X)","±187","±97","±150","±1,856","±1,769","±433","±136","±111","±107","(X)","±187","±97","±150","±1,856","±1,769","±433","±136","±111","±107","(X)","±150","±1,856","±1,769","±433","±136","±111","±107","(X)","±150","±1,856","±1,769","±433","±136","±111","±107","(X)","±150","±1,856","±1,769","±433","±136","±111","±107","(X)","±1,856","±1,769","±433","±136","±111","±107"
"    With a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,652","","738","914","","1,244","158","14","60","0","63","113","959","400","","0","0","1,238","271","57","86","","392","0","0","0","331","164","167","61","27","34","342","0","0","0","333","319","14","9","0","9","952","0","933","819","114","19","16","3","283","0","194","80","114","89","46","43","107","0","79","53","26","28","16","12","258","222","175","47","36","16","20"
"        Margin of Error","±248","","±158","±206","","±223","±95","±23","±47","±30","±42","±72","±209","±148","","±30","±30","±227","±136","±55","±61","","±164","±30","±30","±30","±154","±78","±123","±61","±38","±48","±95","±30","±30","±30","±94","±97","±25","±13","±30","±13","±223","±30","±221","±209","±72","±32","±32","±4","±144","±30","±131","±61","±109","±64","±51","±36","±66","±30","±51","±46","±25","±34","±32","±14","±106","±95","±89","±35","±38","±32","±20"
"    Percent with a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5.0%","","4.7%","5.2%","","5.6%","5.8%","17.5%","1.2%","0.0%","7.3%","5.4%","5.5%","6.2%","","0.0%","0.0%","4.2%","12.4%","21.0%","40.2%","","1.2%","0.0%","0.0%","0.0%","1.0%","0.6%","7.7%","12.6%","9.9%","15.9%","1.0%","0.0%","0.0%","0.0%","1.0%","1.1%","0.6%","1.9%","0.0%","4.2%","2.9%","0.0%","2.9%","2.8%","5.2%","3.9%","5.9%","1.4%","0.9%","0.0%","0.6%","0.3%","5.2%","18.3%","16.9%","20.1%","0.3%","0.0%","0.2%","0.2%","1.2%","5.8%","5.9%","5.6%","0.8%","0.7%","0.6%","2.2%","7.4%","5.9%","9.3%"
"        Margin of Error","±0.7","","±1.0","±1.2","","±1.0","±3.3","±28.8","±0.9","±82.3","±4.9","±3.4","±1.1","±2.2","","±23.1","±7.7","±0.7","±5.9","±18.3","±17.4","","±0.5","±5.9","±23.1","±7.7","±0.5","±0.3","±5.4","±11.3","±12.9","±17.8","±0.3","±5.9","±23.1","±7.7","±0.3","±0.3","±1.1","±2.9","±15.2","±6.6","±0.7","±7.7","±0.7","±0.7","±3.3","±6.7","±11.6","±1.9","±0.4","±7.7","±0.4","±0.2","±4.8","±12.8","±17.4","±17.9","±0.2","±7.7","±0.2","±0.2","±1.2","±7.1","±11.6","±7.2","±0.3","±0.3","±0.3","±1.6","±7.8","±11.6","±9.9"
"ZCTA5 78712","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","887","","368","519","","617","169","0","37","0","17","47","446","215","","0","19","868","0","0","0","","(X)","19","0","19","868","868","0","0","0","0","(X)","19","0","19","868","868","0","0","0","0","(X)","19","868","868","0","0","0","0","(X)","19","868","868","0","0","0","0","(X)","19","868","868","0","0","0","0","(X)","868","868","0","0","0","0"
"        Margin of Error","±331","","±190","±268","","±239","±98","±14","±30","±14","±26","±49","±160","±126","","±14","±26","±323","±14","±14","±14","","(X)","±26","±14","±26","±323","±323","±14","±14","±14","±14","(X)","±26","±14","±26","±323","±323","±14","±14","±14","±14","(X)","±26","±323","±323","±14","±14","±14","±14","(X)","±26","±323","±323","±14","±14","±14","±14","(X)","±26","±323","±323","±14","±14","±14","±14","(X)","±323","±323","±14","±14","±14","±14"
"    With a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","98","","30","68","","68","20","0","0","0","0","10","68","0","","0","10","88","0","0","0","","9","0","0","0","9","9","0","0","0","0","30","10","0","10","20","20","0","0","0","0","59","0","59","59","0","0","0","0","9","0","9","9","0","0","0","0","0","0","0","0","0","0","0","0","10","10","10","0","0","0","0"
"        Margin of Error","±77","","±42","±41","","±43","±37","±14","±14","±14","±14","±18","±43","±14","","±14","±19","±72","±14","±14","±14","","±18","±14","±14","±14","±18","±18","±14","±14","±14","±14","±42","±19","±14","±19","±37","±37","±14","±14","±14","±14","±38","±14","±38","±38","±14","±14","±14","±14","±18","±14","±18","±18","±14","±14","±14","±14","±14","±14","±14","±14","±14","±14","±14","±14","±18","±18","±18","±14","±14","±14","±14"
"    Percent with a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","11.0%","","8.2%","13.1%","","11.0%","11.8%","-","0.0%","-","0.0%","21.3%","15.2%","0.0%","","-","52.6%","10.1%","-","-","-","","1.0%","0.0%","-","0.0%","1.0%","1.0%","-","-","-","-","3.4%","52.6%","-","52.6%","2.3%","2.3%","-","-","-","-","6.7%","0.0%","6.8%","6.8%","-","-","-","-","1.0%","0.0%","1.0%","1.0%","-","-","-","-","0.0%","0.0%","0.0%","0.0%","-","-","-","-","1.2%","1.2%","1.2%","-","-","-","-"
"        Margin of Error","±7.6","","±11.7","±10.0","","±5.2","±22.2","**","±57.4","**","±84.6","±49.2","±7.7","±18.8","","**","±52.6","±7.2","**","**","**","","±2.1","±80.1","**","±80.1","±2.2","±2.2","**","**","**","**","±4.3","±52.6","**","±52.6","±4.1","±4.1","**","**","**","**","±3.6","±80.1","±3.7","±3.7","**","**","**","**","±2.1","±80.1","±2.2","±2.2","**","**","**","**","±4.9","±80.1","±5.0","±5.0","**","**","**","**","±2.0","±2.0","±2.0","**","**","**","**"
"ZCTA5 78719","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,651","","811","840","","922","103","0","0","0","576","50","271","1,265","","94","274","386","633","184","80","","(X)","368","94","274","1,019","386","633","264","184","80","(X)","368","94","274","1,019","386","633","264","184","80","(X)","274","1,019","386","633","264","184","80","(X)","274","1,019","386","633","264","184","80","(X)","274","1,019","386","633","264","184","80","(X)","1,019","386","633","264","184","80"
"        Margin of Error","±382","","±208","±208","","±333","±105","±14","±14","±14","±242","±46","±188","±342","","±115","±125","±121","±182","±63","±56","","(X)","±176","±115","±125","±241","±121","±182","±76","±63","±56","(X)","±176","±115","±125","±241","±121","±182","±76","±63","±56","(X)","±125","±241","±121","±182","±76","±63","±56","(X)","±125","±241","±121","±182","±76","±63","±56","(X)","±125","±241","±121","±182","±76","±63","±56","(X)","±241","±121","±182","±76","±63","±56"
"    With a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","222","","157","65","","169","0","0","0","0","30","23","75","124","","0","9","32","80","30","71","","51","0","0","0","12","0","12","39","0","39","19","0","0","0","10","0","10","9","0","9","42","9","25","7","18","8","0","8","108","0","38","0","38","70","30","40","22","0","14","0","14","8","0","8","109","56","32","24","53","30","23"
"        Margin of Error","±89","","±78","±38","","±79","±14","±14","±14","±14","±26","±21","±57","±63","","±14","±15","±35","±39","±31","±55","","±54","±14","±14","±14","±12","±14","±12","±50","±14","±50","±22","±14","±14","±14","±16","±14","±16","±13","±14","±13","±31","±15","±20","±13","±21","±13","±14","±13","±56","±14","±26","±14","±26","±49","±31","±28","±20","±14","±15","±14","±15","±13","±14","±13","±58","±41","±35","±26","±47","±31","±21"
"    Percent with a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","13.4%","","19.4%","7.7%","","18.3%","0.0%","-","-","-","5.2%","46.0%","27.7%","9.8%","","0.0%","3.3%","8.3%","12.6%","16.3%","88.8%","","3.1%","0.0%","0.0%","0.0%","1.2%","0.0%","1.9%","14.8%","0.0%","48.8%","1.2%","0.0%","0.0%","0.0%","1.0%","0.0%","1.6%","3.4%","0.0%","11.3%","2.7%","3.3%","2.5%","1.8%","2.8%","3.0%","0.0%","10.0%","6.9%","0.0%","3.7%","0.0%","6.0%","26.5%","16.3%","50.0%","1.4%","0.0%","1.4%","0.0%","2.2%","3.0%","0.0%","10.0%","8.5%","5.5%","8.3%","3.8%","20.1%","16.3%","28.8%"
"        Margin of Error","±4.0","","±6.9","±4.6","","±5.4","±33.7","**","**","**","±4.2","±20.3","±8.5","±4.1","","±35.7","±5.2","±8.6","±5.5","±16.5","±13.8","","±3.0","±11.5","±35.7","±15.1","±1.2","±11.0","±1.9","±16.8","±21.5","±40.3","±1.3","±11.5","±35.7","±15.1","±1.6","±11.0","±2.6","±5.2","±21.5","±18.5","±2.1","±5.2","±2.0","±3.3","±3.3","±5.1","±21.5","±18.4","±3.2","±15.1","±2.4","±11.0","±3.9","±18.3","±16.5","±40.1","±1.4","±15.1","±1.5","±11.0","±2.5","±5.1","±21.5","±18.4","±4.2","±4.1","±8.6","±4.2","±17.7","±16.5","±32.5"
"ZCTA5 78721","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","11,028","","5,590","5,438","","5,938","2,315","110","161","0","1,837","667","3,319","5,069","","522","1,492","3,461","4,427","483","643","","(X)","2,014","522","1,492","7,888","3,461","4,427","1,126","483","643","(X)","2,014","522","1,492","7,888","3,461","4,427","1,126","483","643","(X)","1,492","7,888","3,461","4,427","1,126","483","643","(X)","1,492","7,888","3,461","4,427","1,126","483","643","(X)","1,492","7,888","3,461","4,427","1,126","483","643","(X)","7,888","3,461","4,427","1,126","483","643"
"        Margin of Error","±962","","±572","±586","","±756","±458","±85","±92","±22","±462","±341","±482","±779","","±228","±428","±458","±443","±163","±145","","(X)","±465","±228","±428","±651","±458","±443","±240","±163","±145","(X)","±465","±228","±428","±651","±458","±443","±240","±163","±145","(X)","±428","±651","±458","±443","±240","±163","±145","(X)","±428","±651","±458","±443","±240","±163","±145","(X)","±428","±651","±458","±443","±240","±163","±145","(X)","±651","±458","±443","±240","±163","±145"
"    With a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,522","","479","1,043","","638","553","0","0","0","222","109","364","588","","0","242","90","651","206","333","","312","24","0","24","170","12","158","118","57","61","345","0","0","0","237","50","187","108","50","58","696","242","324","64","260","130","17","113","923","72","391","12","379","460","166","294","335","56","94","0","94","185","17","168","532","254","32","222","278","34","244"
"        Margin of Error","±379","","±163","±284","","±241","±158","±22","±22","±22","±110","±113","±188","±207","","±22","±221","±54","±169","±99","±100","","±133","±38","±22","±38","±89","±15","±88","±79","±49","±60","±135","±22","±22","±22","±103","±35","±96","±81","±63","±56","±329","±221","±132","±46","±126","±76","±27","±70","±225","±88","±126","±15","±125","±115","±78","±89","±116","±82","±56","±22","±56","±70","±24","±68","±158","±127","±36","±116","±98","±32","±96"
"    Percent with a disability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","13.8%","","8.6%","19.2%","","10.7%","23.9%","0.0%","0.0%","-","12.1%","16.3%","11.0%","11.6%","","0.0%","16.2%","2.6%","14.7%","42.7%","51.8%","","2.8%","1.2%","0.0%","1.6%","2.2%","0.3%","3.6%","10.5%","11.8%","9.5%","3.1%","0.0%","0.0%","0.0%","3.0%","1.4%","4.2%","9.6%","10.4%","9.0%","6.6%","16.2%","4.1%","1.8%","5.9%","11.5%","3.5%","17.6%","8.8%","4.8%","5.0%","0.3%","8.6%","40.9%","34.4%","45.7%","3.2%","3.8%","1.2%","0.0%","2.1%","16.4%","3.5%","26.1%","5.9%","3.2%","0.9%","5.0%","24.7%","7.0%","37.9%"
